id_nota,filial,cidade,tipo_cliente,genero,linha_produto,preco_unitario,quantidade,imposto,total_venda,cogs,lucro_bruto,data_venda,hora_venda,metodo_pagamento,avaliacao
254-31-0042,A,Yangon,Member,Male,"Electronic accessories",21.50,9,9.68,203.18,193.50,9.68,2019-03-06,12:46:00,"Credit card",7.8
256-08-8343,A,Yangon,Normal,Female,"Home and lifestyle",56.53,4,11.31,237.43,226.12,11.31,2019-03-04,19:48:00,Ewallet,5.5
256-58-3609,C,Naypyitaw,Member,Male,"Fashion accessories",91.98,1,4.60,96.58,91.98,4.60,2019-03-18,15:29:00,Cash,9.8
257-60-7754,A,Yangon,Normal,Female,"Electronic accessories",50.23,4,10.05,210.97,200.92,10.05,2019-01-08,17:12:00,Cash,9.0
257-73-1380,C,Naypyitaw,Member,Male,"Sports and travel",82.93,4,16.59,348.31,331.72,16.59,2019-01-20,16:51:00,Ewallet,9.6
258-69-7810,C,Naypyitaw,Normal,Female,"Fashion accessories",36.85,5,9.21,193.46,184.25,9.21,2019-01-26,18:53:00,Cash,9.2
258-92-7466,A,Yangon,Normal,Female,"Health and beauty",35.68,5,8.92,187.32,178.40,8.92,2019-02-06,18:33:00,"Credit card",6.6
261-12-8671,B,Mandalay,Normal,Female,"Fashion accessories",60.96,2,6.10,128.02,121.92,6.10,2019-01-25,19:39:00,"Credit card",4.9
262-47-2794,B,Mandalay,Member,Male,"Home and lifestyle",71.86,8,28.74,603.62,574.88,28.74,2019-03-06,15:07:00,"Credit card",6.2
263-10-3913,C,Naypyitaw,Member,Male,"Fashion accessories",49.04,9,22.07,463.43,441.36,22.07,2019-01-09,14:20:00,"Credit card",8.6
263-12-5321,A,Yangon,Member,Male,"Electronic accessories",92.60,7,32.41,680.61,648.20,32.41,2019-02-27,12:52:00,"Credit card",9.3
263-87-5680,C,Naypyitaw,Member,Female,"Home and lifestyle",28.53,10,14.27,299.57,285.30,14.27,2019-03-18,17:38:00,Ewallet,7.8
266-20-6657,C,Naypyitaw,Member,Male,"Food and beverages",55.04,7,19.26,404.54,385.28,19.26,2019-03-12,19:39:00,Ewallet,5.2
266-76-6436,C,Naypyitaw,Member,Female,"Food and beverages",38.60,3,5.79,121.59,115.80,5.79,2019-03-28,13:57:00,Ewallet,7.5
267-62-7380,C,Naypyitaw,Member,Male,"Electronic accessories",82.34,10,41.17,864.57,823.40,41.17,2019-03-29,19:12:00,Ewallet,4.3
268-03-6164,B,Mandalay,Normal,Male,"Health and beauty",96.11,1,4.81,100.92,96.11,4.81,2019-01-25,16:28:00,Ewallet,7.8
268-20-3585,C,Naypyitaw,Normal,Female,"Health and beauty",13.85,9,6.23,130.88,124.65,6.23,2019-02-04,12:50:00,Ewallet,6.0
268-27-6179,B,Mandalay,Member,Female,"Fashion accessories",56.47,8,22.59,474.35,451.76,22.59,2019-03-09,14:57:00,Ewallet,7.3
269-04-5750,B,Mandalay,Member,Male,"Fashion accessories",73.82,4,14.76,310.04,295.28,14.76,2019-02-21,18:31:00,Cash,6.7
269-10-8440,A,Yangon,Member,Male,"Health and beauty",53.17,7,18.61,390.80,372.19,18.61,2019-01-21,18:01:00,Cash,8.9
271-77-8740,C,Naypyitaw,Member,Female,"Sports and travel",29.22,6,8.77,184.09,175.32,8.77,2019-01-01,11:40:00,Ewallet,5.0
271-88-8734,C,Naypyitaw,Member,Female,"Fashion accessories",97.21,10,48.61,1020.71,972.10,48.61,2019-02-08,13:00:00,"Credit card",8.7
272-27-9238,C,Naypyitaw,Normal,Female,"Food and beverages",41.24,4,8.25,173.21,164.96,8.25,2019-02-19,16:23:00,Cash,7.1
272-65-1806,A,Yangon,Normal,Female,"Electronic accessories",60.88,9,27.40,575.32,547.92,27.40,2019-01-15,17:17:00,Ewallet,4.7
273-16-6619,B,Mandalay,Normal,Male,"Home and lifestyle",33.20,2,3.32,69.72,66.40,3.32,2019-03-15,12:20:00,"Credit card",4.4
273-84-2164,C,Naypyitaw,Member,Male,"Electronic accessories",12.05,5,3.01,63.26,60.25,3.01,2019-02-16,15:53:00,Ewallet,5.5
274-05-5470,A,Yangon,Member,Female,"Food and beverages",73.47,4,14.69,308.57,293.88,14.69,2019-02-23,18:30:00,Cash,6.0
275-28-0149,A,Yangon,Normal,Male,"Sports and travel",63.69,1,3.18,66.87,63.69,3.18,2019-02-25,16:21:00,Cash,6.0
276-54-0879,B,Mandalay,Normal,Male,"Sports and travel",97.74,4,19.55,410.51,390.96,19.55,2019-03-12,19:53:00,Ewallet,6.4
276-75-6884,A,Yangon,Normal,Female,"Health and beauty",68.71,3,10.31,216.44,206.13,10.31,2019-03-04,10:05:00,Cash,8.7
277-35-5865,C,Naypyitaw,Member,Female,"Food and beverages",98.97,9,44.54,935.27,890.73,44.54,2019-03-09,11:23:00,Cash,6.7
277-63-2961,B,Mandalay,Member,Male,"Sports and travel",73.97,1,3.70,77.67,73.97,3.70,2019-02-03,15:53:00,"Credit card",5.4
278-86-2735,A,Yangon,Normal,Female,"Food and beverages",52.34,3,7.85,164.87,157.02,7.85,2019-03-27,14:03:00,Cash,9.2
278-97-7759,A,Yangon,Member,Female,"Electronic accessories",62.48,1,3.12,65.60,62.48,3.12,2019-02-18,20:29:00,Cash,4.7
279-62-1445,C,Naypyitaw,Member,Female,"Fashion accessories",12.54,1,0.63,13.17,12.54,0.63,2019-02-21,12:38:00,Cash,8.2
279-74-2924,B,Mandalay,Member,Male,"Electronic accessories",72.17,1,3.61,75.78,72.17,3.61,2019-01-04,19:40:00,Cash,6.1
280-17-4359,C,Naypyitaw,Member,Male,"Health and beauty",90.50,10,45.25,950.25,905.00,45.25,2019-01-25,13:48:00,Cash,8.1
280-35-5823,B,Mandalay,Member,Female,"Home and lifestyle",86.72,1,4.34,91.06,86.72,4.34,2019-01-17,18:45:00,Ewallet,7.9
282-35-2475,B,Mandalay,Normal,Female,"Sports and travel",93.31,2,9.33,195.95,186.62,9.33,2019-03-25,17:53:00,Cash,6.3
283-26-5248,C,Naypyitaw,Member,Female,"Food and beverages",98.52,10,49.26,1034.46,985.20,49.26,2019-01-30,20:23:00,Ewallet,4.5
283-79-9594,B,Mandalay,Normal,Female,"Food and beverages",48.51,7,16.98,356.55,339.57,16.98,2019-01-25,13:30:00,"Credit card",5.2
284-34-9626,B,Mandalay,Normal,Female,"Home and lifestyle",77.04,3,11.56,242.68,231.12,11.56,2019-02-11,10:39:00,"Credit card",7.2
284-54-4231,C,Naypyitaw,Member,Male,"Sports and travel",80.93,1,4.05,84.98,80.93,4.05,2019-01-19,16:08:00,"Credit card",9.0
285-68-5083,C,Naypyitaw,Member,Female,"Sports and travel",24.74,3,3.71,77.93,74.22,3.71,2019-02-15,17:47:00,"Credit card",10.0
286-01-5402,A,Yangon,Normal,Female,"Sports and travel",40.23,7,14.08,295.69,281.61,14.08,2019-03-30,13:22:00,Cash,9.6
286-43-6208,C,Naypyitaw,Normal,Female,"Food and beverages",87.80,9,39.51,829.71,790.20,39.51,2019-03-16,19:08:00,Cash,9.2
286-62-6248,B,Mandalay,Normal,Male,"Fashion accessories",39.21,4,7.84,164.68,156.84,7.84,2019-01-16,20:03:00,"Credit card",9.0
286-75-7818,B,Mandalay,Normal,Male,"Fashion accessories",69.08,2,6.91,145.07,138.16,6.91,2019-01-31,19:48:00,"Credit card",6.9
287-21-9091,A,Yangon,Normal,Male,"Home and lifestyle",74.67,9,33.60,705.63,672.03,33.60,2019-01-22,10:55:00,Ewallet,9.4
287-83-1405,A,Yangon,Normal,Male,"Health and beauty",25.43,6,7.63,160.21,152.58,7.63,2019-02-12,19:01:00,Ewallet,7.0
288-38-3758,C,Naypyitaw,Member,Female,"Fashion accessories",84.87,3,12.73,267.34,254.61,12.73,2019-01-25,18:30:00,Ewallet,7.4
288-62-1085,A,Yangon,Member,Male,"Fashion accessories",38.54,5,9.64,202.34,192.70,9.64,2019-01-09,13:34:00,Ewallet,5.6
289-15-7034,A,Yangon,Member,Male,"Sports and travel",82.33,4,16.47,345.79,329.32,16.47,2019-01-11,10:37:00,"Credit card",7.5
289-65-5721,B,Mandalay,Normal,Female,"Fashion accessories",81.37,2,8.14,170.88,162.74,8.14,2019-01-26,19:28:00,Cash,6.5
290-68-2984,A,Yangon,Normal,Male,"Home and lifestyle",23.75,4,4.75,99.75,95.00,4.75,2019-03-16,11:22:00,Cash,5.2
291-21-5991,B,Mandalay,Member,Male,"Health and beauty",61.29,5,15.32,321.77,306.45,15.32,2019-03-29,14:28:00,Cash,7.0
291-32-1427,B,Mandalay,Member,Male,"Fashion accessories",21.94,5,5.49,115.19,109.70,5.49,2019-03-05,12:29:00,Ewallet,5.3
291-55-6563,A,Yangon,Member,Female,"Home and lifestyle",34.42,6,10.33,216.85,206.52,10.33,2019-03-30,12:45:00,Ewallet,7.5
291-59-1384,B,Mandalay,Normal,Male,"Electronic accessories",60.30,1,3.02,63.32,60.30,3.02,2019-02-28,17:38:00,Cash,6.0
296-11-7041,B,Mandalay,Member,Female,"Health and beauty",27.07,1,1.35,28.42,27.07,1.35,2019-01-12,20:07:00,"Credit card",5.3
299-29-0180,B,Mandalay,Member,Female,"Home and lifestyle",52.18,7,18.26,383.52,365.26,18.26,2019-03-09,10:54:00,Cash,9.3
299-46-1805,B,Mandalay,Member,Female,"Sports and travel",93.72,6,28.12,590.44,562.32,28.12,2019-01-15,16:19:00,Cash,4.5
300-71-4605,C,Naypyitaw,Member,Male,"Electronic accessories",86.04,5,21.51,451.71,430.20,21.51,2019-02-25,11:24:00,Ewallet,4.8
301-11-9629,A,Yangon,Normal,Female,"Sports and travel",19.10,7,6.69,140.39,133.70,6.69,2019-01-15,10:43:00,Cash,9.7
301-81-8610,B,Mandalay,Member,Male,"Fashion accessories",25.42,8,10.17,213.53,203.36,10.17,2019-03-19,19:42:00,"Credit card",6.7
302-15-2162,C,Naypyitaw,Member,Male,"Health and beauty",46.53,6,13.96,293.14,279.18,13.96,2019-03-03,10:54:00,"Credit card",4.3
303-96-2227,B,Mandalay,Normal,Female,"Home and lifestyle",97.38,10,48.69,1022.49,973.80,48.69,2019-03-02,17:16:00,Ewallet,4.4
305-03-2383,A,Yangon,Normal,Female,"Food and beverages",67.10,3,10.07,211.37,201.30,10.07,2019-02-15,10:36:00,Cash,7.5
305-14-0245,B,Mandalay,Member,Female,"Home and lifestyle",94.49,8,37.80,793.72,755.92,37.80,2019-03-03,19:00:00,Ewallet,7.5
305-18-3552,B,Mandalay,Member,Male,"Home and lifestyle",60.38,10,30.19,633.99,603.80,30.19,2019-02-12,16:19:00,Cash,6.0
305-89-2768,B,Mandalay,Member,Female,"Home and lifestyle",21.90,3,3.29,68.99,65.70,3.29,2019-01-09,18:43:00,Ewallet,4.7
307-04-2070,A,Yangon,Member,Female,"Fashion accessories",30.62,1,1.53,32.15,30.62,1.53,2019-02-05,14:14:00,"Credit card",4.1
307-83-9164,A,Yangon,Member,Male,"Home and lifestyle",60.01,4,12.00,252.04,240.04,12.00,2019-01-25,15:54:00,Cash,4.5
307-85-2293,B,Mandalay,Normal,Male,"Home and lifestyle",50.28,5,12.57,263.97,251.40,12.57,2019-03-07,13:58:00,Ewallet,9.7
308-39-1707,A,Yangon,Normal,Female,"Fashion accessories",12.09,1,0.60,12.69,12.09,0.60,2019-01-26,18:19:00,"Credit card",8.2
308-47-4913,A,Yangon,Member,Female,"Sports and travel",52.26,10,26.13,548.73,522.60,26.13,2019-03-09,12:45:00,"Credit card",6.2
308-81-0538,A,Yangon,Normal,Female,"Fashion accessories",73.05,4,14.61,306.81,292.20,14.61,2019-02-25,17:16:00,"Credit card",4.9
311-13-6971,B,Mandalay,Member,Male,"Sports and travel",31.99,10,16.00,335.90,319.90,16.00,2019-02-20,15:18:00,"Credit card",9.9
313-66-9943,B,Mandalay,Member,Female,"Food and beverages",29.15,3,4.37,91.82,87.45,4.37,2019-03-27,20:29:00,"Credit card",7.3
314-23-4520,C,Naypyitaw,Member,Male,"Health and beauty",81.23,7,28.43,597.04,568.61,28.43,2019-01-15,20:44:00,Cash,9.0
315-22-5665,C,Naypyitaw,Normal,Female,"Home and lifestyle",73.56,10,36.78,772.38,735.60,36.78,2019-02-24,11:38:00,Ewallet,8.0
316-01-3952,A,Yangon,Normal,Female,"Food and beverages",54.27,5,13.57,284.92,271.35,13.57,2019-03-13,14:16:00,Ewallet,4.6
316-55-4634,B,Mandalay,Member,Male,"Food and beverages",80.05,5,20.01,420.26,400.25,20.01,2019-01-26,12:45:00,"Credit card",9.4
316-66-3011,A,Yangon,Member,Female,"Food and beverages",47.63,9,21.43,450.10,428.67,21.43,2019-01-23,12:35:00,Cash,5.0
316-68-6352,A,Yangon,Member,Female,"Food and beverages",36.36,2,3.64,76.36,72.72,3.64,2019-01-21,10:00:00,Cash,7.1
318-12-0304,A,Yangon,Normal,Male,"Fashion accessories",30.61,1,1.53,32.14,30.61,1.53,2019-01-23,12:20:00,Ewallet,5.2
318-68-5053,B,Mandalay,Normal,Female,"Health and beauty",76.99,6,23.10,485.04,461.94,23.10,2019-02-27,17:55:00,Cash,6.1
318-81-2368,C,Naypyitaw,Normal,Female,"Electronic accessories",46.20,1,2.31,48.51,46.20,2.31,2019-03-19,12:16:00,Cash,6.3
319-50-3348,B,Mandalay,Normal,Female,"Home and lifestyle",40.30,2,4.03,84.63,80.60,4.03,2019-03-11,15:30:00,Ewallet,4.4
319-74-2561,A,Yangon,Member,Female,"Electronic accessories",94.64,3,14.20,298.12,283.92,14.20,2019-02-21,16:55:00,Cash,5.5
320-32-8842,C,Naypyitaw,Member,Female,"Food and beverages",22.62,1,1.13,23.75,22.62,1.13,2019-03-17,18:58:00,Cash,6.4
320-49-6392,C,Naypyitaw,Normal,Female,"Electronic accessories",30.24,1,1.51,31.75,30.24,1.51,2019-03-04,15:44:00,Cash,8.4
320-85-2052,B,Mandalay,Normal,Female,"Sports and travel",34.81,1,1.74,36.55,34.81,1.74,2019-01-14,10:11:00,"Credit card",7.0
321-49-7382,B,Mandalay,Member,Male,"Sports and travel",88.31,1,4.42,92.73,88.31,4.42,2019-02-15,17:38:00,"Credit card",5.2
322-02-2271,B,Mandalay,Normal,Female,"Sports and travel",42.97,3,6.45,135.36,128.91,6.45,2019-02-03,11:46:00,Cash,9.3
324-41-6833,C,Naypyitaw,Member,Female,"Electronic accessories",30.20,8,12.08,253.68,241.60,12.08,2019-03-03,19:30:00,Ewallet,5.1
324-92-3863,A,Yangon,Member,Male,"Electronic accessories",20.89,2,2.09,43.87,41.78,2.09,2019-02-05,18:45:00,Cash,9.8
325-77-6186,A,Yangon,Member,Female,"Home and lifestyle",90.65,10,45.33,951.83,906.50,45.33,2019-03-08,10:53:00,Ewallet,7.3
325-89-4209,A,Yangon,Member,Male,"Food and beverages",87.90,1,4.40,92.30,87.90,4.40,2019-02-05,19:42:00,Ewallet,6.7
325-90-8763,C,Naypyitaw,Member,Female,"Electronic accessories",46.57,10,23.29,488.99,465.70,23.29,2019-01-27,13:58:00,Cash,7.6
326-71-2155,C,Naypyitaw,Normal,Female,"Sports and travel",73.95,4,14.79,310.59,295.80,14.79,2019-02-03,10:02:00,Cash,6.1
326-78-5178,C,Naypyitaw,Member,Male,"Food and beverages",91.40,7,31.99,671.79,639.80,31.99,2019-02-03,10:19:00,Cash,9.5
327-40-9673,B,Mandalay,Member,Male,"Sports and travel",72.60,6,21.78,457.38,435.60,21.78,2019-01-13,19:51:00,Cash,6.9
329-62-1586,A,Yangon,Normal,Male,"Food and beverages",54.67,3,8.20,172.21,164.01,8.20,2019-01-21,18:00:00,"Credit card",8.6
333-23-2632,A,Yangon,Member,Male,"Health and beauty",10.08,7,3.53,74.09,70.56,3.53,2019-03-28,20:14:00,Cash,4.2
333-73-7901,C,Naypyitaw,Normal,Female,"Health and beauty",54.92,8,21.97,461.33,439.36,21.97,2019-03-23,13:24:00,Ewallet,7.6
334-64-2006,A,Yangon,Member,Female,"Home and lifestyle",70.32,2,7.03,147.67,140.64,7.03,2019-03-24,14:22:00,Ewallet,9.6
336-78-2147,C,Naypyitaw,Member,Male,"Home and lifestyle",63.91,8,25.56,536.84,511.28,25.56,2019-03-13,19:52:00,"Credit card",4.6
338-65-2210,C,Naypyitaw,Member,Female,"Health and beauty",68.60,10,34.30,720.30,686.00,34.30,2019-02-05,19:57:00,Cash,9.1
339-12-4827,B,Mandalay,Member,Female,"Fashion accessories",73.96,1,3.70,77.66,73.96,3.70,2019-01-05,11:32:00,"Credit card",5.0
339-18-7061,C,Naypyitaw,Member,Female,"Fashion accessories",92.98,2,9.30,195.26,185.96,9.30,2019-02-13,15:06:00,"Credit card",8.0
339-38-9982,B,Mandalay,Member,Male,"Fashion accessories",59.86,2,5.99,125.71,119.72,5.99,2019-01-13,14:55:00,Ewallet,6.7
339-96-8318,B,Mandalay,Member,Male,"Fashion accessories",81.31,7,28.46,597.63,569.17,28.46,2019-03-01,19:49:00,Ewallet,6.3
340-21-9136,A,Yangon,Member,Female,"Sports and travel",40.05,4,8.01,168.21,160.20,8.01,2019-01-25,11:40:00,Cash,9.7
340-66-0321,A,Yangon,Member,Male,"Electronic accessories",36.36,4,7.27,152.71,145.44,7.27,2019-03-25,13:07:00,Cash,7.6
342-65-4817,C,Naypyitaw,Member,Male,"Health and beauty",86.80,3,13.02,273.42,260.40,13.02,2019-01-28,16:47:00,Ewallet,9.9
343-61-3544,B,Mandalay,Member,Male,"Sports and travel",26.67,10,13.34,280.04,266.70,13.34,2019-01-29,11:48:00,Cash,8.6
343-75-9322,B,Mandalay,Member,Female,"Sports and travel",11.85,8,4.74,99.54,94.80,4.74,2019-01-09,16:34:00,Cash,4.1
343-87-0864,C,Naypyitaw,Member,Male,"Health and beauty",75.88,1,3.79,79.67,75.88,3.79,2019-01-03,10:30:00,"Credit card",7.1
345-08-4992,A,Yangon,Normal,Male,"Home and lifestyle",33.99,6,10.20,214.14,203.94,10.20,2019-03-08,15:37:00,"Credit card",7.7
345-68-9016,C,Naypyitaw,Member,Female,"Sports and travel",31.67,8,12.67,266.03,253.36,12.67,2019-01-02,16:19:00,"Credit card",5.6
346-12-3257,B,Mandalay,Member,Male,"Electronic accessories",19.24,9,8.66,181.82,173.16,8.66,2019-03-04,16:28:00,Cash,8.0
346-84-3103,B,Mandalay,Member,Female,"Electronic accessories",13.22,5,3.31,69.41,66.10,3.31,2019-03-02,19:26:00,Cash,4.3
347-34-2234,B,Mandalay,Member,Female,"Sports and travel",55.07,9,24.78,520.41,495.63,24.78,2019-02-03,13:40:00,Ewallet,10.0
347-56-2442,A,Yangon,Normal,Male,"Home and lifestyle",65.82,1,3.29,69.11,65.82,3.29,2019-02-22,15:33:00,Cash,4.1
347-72-6115,B,Mandalay,Member,Female,"Sports and travel",90.74,7,31.76,666.94,635.18,31.76,2019-01-16,18:03:00,"Credit card",6.2
349-97-8902,B,Mandalay,Member,Male,"Food and beverages",57.89,2,5.79,121.57,115.78,5.79,2019-01-17,10:37:00,Ewallet,8.9
351-62-0822,B,Mandalay,Member,Female,"Fashion accessories",14.48,4,2.90,60.82,57.92,2.90,2019-02-06,18:07:00,Ewallet,4.5
354-25-5821,B,Mandalay,Member,Female,"Sports and travel",69.12,6,20.74,435.46,414.72,20.74,2019-02-08,13:03:00,Cash,5.6
354-39-5160,A,Yangon,Member,Female,"Home and lifestyle",34.42,6,10.33,216.85,206.52,10.33,2019-02-18,15:39:00,Cash,9.8
355-34-6244,B,Mandalay,Normal,Male,"Food and beverages",72.39,2,7.24,152.02,144.78,7.24,2019-01-13,19:55:00,"Credit card",8.1
355-53-5943,A,Yangon,Member,Female,"Electronic accessories",68.84,6,20.65,433.69,413.04,20.65,2019-02-25,14:36:00,Ewallet,5.8
356-44-8813,B,Mandalay,Normal,Male,"Home and lifestyle",37.48,3,5.62,118.06,112.44,5.62,2019-01-20,13:45:00,"Credit card",7.7
358-88-9262,C,Naypyitaw,Member,Female,"Food and beverages",87.48,6,26.24,551.12,524.88,26.24,2019-02-01,18:43:00,Ewallet,5.1
359-90-3665,B,Mandalay,Member,Female,"Fashion accessories",18.08,4,3.62,75.94,72.32,3.62,2019-01-14,18:03:00,"Credit card",9.5
359-94-5395,B,Mandalay,Normal,Male,"Health and beauty",92.78,1,4.64,97.42,92.78,4.64,2019-03-15,10:50:00,"Credit card",9.8
360-39-5055,C,Naypyitaw,Member,Male,"Sports and travel",48.91,5,12.23,256.78,244.55,12.23,2019-03-09,10:17:00,Cash,6.6
361-59-0574,B,Mandalay,Member,Male,"Sports and travel",90.53,8,36.21,760.45,724.24,36.21,2019-03-15,14:48:00,"Credit card",6.5
361-85-2571,A,Yangon,Normal,Female,"Sports and travel",89.48,5,22.37,469.77,447.40,22.37,2019-03-30,10:18:00,Cash,7.4
362-58-8315,C,Naypyitaw,Normal,Male,"Fashion accessories",76.52,5,19.13,401.73,382.60,19.13,2019-03-25,10:23:00,Cash,9.9
364-33-8584,B,Mandalay,Member,Female,"Food and beverages",17.63,5,4.41,92.56,88.15,4.41,2019-03-08,15:27:00,Cash,8.5
364-34-2972,C,Naypyitaw,Member,Male,"Electronic accessories",96.82,3,14.52,304.98,290.46,14.52,2019-03-30,20:37:00,Cash,6.7
365-16-4334,B,Mandalay,Normal,Female,"Food and beverages",26.43,8,10.57,222.01,211.44,10.57,2019-02-24,14:26:00,Ewallet,8.9
365-64-0515,A,Yangon,Normal,Female,"Electronic accessories",46.95,5,11.74,246.49,234.75,11.74,2019-02-12,10:25:00,Ewallet,7.1
366-43-6862,B,Mandalay,Normal,Male,"Electronic accessories",52.89,4,10.58,222.14,211.56,10.58,2019-03-25,16:32:00,Ewallet,6.7
366-93-0948,A,Yangon,Member,Male,"Electronic accessories",66.35,1,3.32,69.67,66.35,3.32,2019-01-31,10:46:00,"Credit card",9.7
369-82-2676,B,Mandalay,Normal,Male,"Electronic accessories",75.66,5,18.92,397.22,378.30,18.92,2019-01-15,18:22:00,Ewallet,7.8
370-41-7321,B,Mandalay,Member,Male,"Health and beauty",56.69,9,25.51,535.72,510.21,25.51,2019-02-27,17:24:00,"Credit card",8.4
370-96-0655,C,Naypyitaw,Normal,Female,"Fashion accessories",49.32,6,14.80,310.72,295.92,14.80,2019-01-09,13:46:00,Ewallet,7.1
371-85-5789,B,Mandalay,Normal,Male,"Health and beauty",87.98,3,13.20,277.14,263.94,13.20,2019-03-05,10:40:00,Ewallet,5.1
372-26-1506,C,Naypyitaw,Normal,Female,"Fashion accessories",23.82,5,5.96,125.06,119.10,5.96,2019-01-28,19:24:00,Ewallet,5.4
372-62-5264,C,Naypyitaw,Normal,Female,"Food and beverages",52.60,9,23.67,497.07,473.40,23.67,2019-01-16,14:42:00,Cash,7.6
372-94-8041,A,Yangon,Normal,Male,"Health and beauty",15.26,6,4.58,96.14,91.56,4.58,2019-02-15,18:03:00,Ewallet,9.8
373-09-4567,C,Naypyitaw,Normal,Male,"Food and beverages",77.56,10,38.78,814.38,775.60,38.78,2019-03-14,20:35:00,Ewallet,6.9
373-14-0504,A,Yangon,Member,Female,"Sports and travel",71.63,2,7.16,150.42,143.26,7.16,2019-02-12,14:33:00,Ewallet,8.8
373-73-7910,A,Yangon,Normal,Male,"Sports and travel",86.31,7,30.21,634.38,604.17,30.21,2019-02-08,10:37:00,Ewallet,5.3
373-88-1424,C,Naypyitaw,Member,Male,"Home and lifestyle",35.81,5,8.95,188.00,179.05,8.95,2019-02-06,18:44:00,Ewallet,7.9
374-17-3652,B,Mandalay,Member,Female,"Food and beverages",42.82,9,19.27,404.65,385.38,19.27,2019-02-05,15:26:00,"Credit card",8.9
374-38-5555,B,Mandalay,Normal,Female,"Fashion accessories",63.71,5,15.93,334.48,318.55,15.93,2019-02-07,19:30:00,Ewallet,8.5
375-72-3056,B,Mandalay,Normal,Male,"Sports and travel",63.06,3,9.46,198.64,189.18,9.46,2019-01-19,15:58:00,Ewallet,7.0
376-02-8238,B,Mandalay,Normal,Male,"Home and lifestyle",93.87,8,37.55,788.51,750.96,37.55,2019-02-02,18:42:00,"Credit card",8.3
376-56-3573,C,Naypyitaw,Normal,Female,"Fashion accessories",95.42,4,19.08,400.76,381.68,19.08,2019-02-02,13:23:00,Ewallet,6.4
377-79-7592,C,Naypyitaw,Member,Female,"Electronic accessories",44.84,9,20.18,423.74,403.56,20.18,2019-01-14,14:00:00,"Credit card",7.5
378-07-7001,B,Mandalay,Member,Male,"Electronic accessories",48.09,3,7.21,151.48,144.27,7.21,2019-02-10,18:23:00,"Credit card",7.8
378-24-2715,B,Mandalay,Normal,Male,"Home and lifestyle",53.44,2,5.34,112.22,106.88,5.34,2019-01-20,20:38:00,Ewallet,4.1
379-17-6588,C,Naypyitaw,Normal,Male,"Fashion accessories",59.61,10,29.81,625.91,596.10,29.81,2019-03-14,11:07:00,Cash,5.3
380-60-5336,A,Yangon,Normal,Female,"Electronic accessories",40.26,10,20.13,422.73,402.60,20.13,2019-02-24,18:06:00,"Credit card",5.0
380-94-4661,C,Naypyitaw,Member,Male,"Electronic accessories",65.94,4,13.19,276.95,263.76,13.19,2019-02-07,13:05:00,"Credit card",6.9
381-20-0914,A,Yangon,Member,Female,"Fashion accessories",20.01,9,9.00,189.09,180.09,9.00,2019-01-12,15:48:00,"Credit card",5.7
382-03-4532,A,Yangon,Member,Female,"Health and beauty",18.33,1,0.92,19.25,18.33,0.92,2019-02-02,18:50:00,Cash,4.3
382-25-8917,C,Naypyitaw,Normal,Male,"Fashion accessories",42.08,6,12.62,265.10,252.48,12.62,2019-01-29,12:25:00,Cash,8.9
384-59-6655,A,Yangon,Member,Female,"Food and beverages",98.66,9,44.40,932.34,887.94,44.40,2019-02-19,15:07:00,Cash,8.4
386-27-7606,C,Naypyitaw,Member,Female,"Home and lifestyle",81.20,7,28.42,596.82,568.40,28.42,2019-03-23,15:59:00,"Credit card",8.1
387-49-4215,B,Mandalay,Member,Female,"Sports and travel",48.50,3,7.28,152.78,145.50,7.28,2019-01-08,12:50:00,Cash,6.7
388-76-2555,B,Mandalay,Normal,Male,"Sports and travel",13.69,6,4.11,86.25,82.14,4.11,2019-02-13,13:59:00,Cash,6.3
389-25-3394,C,Naypyitaw,Normal,Male,"Electronic accessories",11.81,5,2.95,62.00,59.05,2.95,2019-02-17,18:06:00,Cash,9.4
389-70-2397,C,Naypyitaw,Normal,Female,"Health and beauty",83.66,5,20.92,439.22,418.30,20.92,2019-02-21,10:26:00,Cash,7.2
390-17-5806,C,Naypyitaw,Member,Female,"Food and beverages",38.42,1,1.92,40.34,38.42,1.92,2019-02-02,16:33:00,Cash,8.6
390-31-6381,C,Naypyitaw,Normal,Male,"Food and beverages",27.22,3,4.08,85.74,81.66,4.08,2019-01-07,12:37:00,Cash,7.3
390-80-5128,B,Mandalay,Member,Female,"Health and beauty",19.15,1,0.96,20.11,19.15,0.96,2019-01-28,17:58:00,"Credit card",9.5
393-65-2792,C,Naypyitaw,Normal,Male,"Food and beverages",89.48,10,44.74,939.54,894.80,44.74,2019-01-06,12:46:00,"Credit card",9.6
394-30-3170,B,Mandalay,Member,Female,"Sports and travel",88.43,8,35.37,742.81,707.44,35.37,2019-03-22,19:35:00,"Credit card",4.3
394-41-0748,C,Naypyitaw,Member,Female,"Fashion accessories",54.07,9,24.33,510.96,486.63,24.33,2019-01-27,14:55:00,Ewallet,9.5
394-43-4238,B,Mandalay,Member,Male,"Home and lifestyle",17.77,5,4.44,93.29,88.85,4.44,2019-02-15,12:42:00,"Credit card",5.4
394-55-6384,C,Naypyitaw,Member,Female,"Sports and travel",70.19,9,31.59,663.30,631.71,31.59,2019-01-25,13:38:00,Cash,6.7
396-90-2219,B,Mandalay,Normal,Female,"Electronic accessories",14.96,8,5.98,125.66,119.68,5.98,2019-02-23,12:29:00,Cash,8.6
